low,2.79,25/04/2022 03:48:00
low,2.62,25/04/2022 03:49:00
low,2.57,25/04/2022 03:50:00
low,2.4,25/04/2022 03:51:00
low,2.49,25/04/2022 03:52:00
low,2.53,25/04/2022 03:53:00
low,2.49,25/04/2022 03:54:00
low,2.,25/04/2022 03:55:00
low,2.41,25/04/2022 03:56:00
low,2.37,25/04/2022 03:57:00
lo,2.41,25/04/2022 03:58:00
low,2.41,25/04/2022 03:59:00
low,2.45,25/04/2022 04:00:00
low,2.,25/04/2022 04:01:00
l,2.45,25/04/2022 04:02:00
low,2.49,25/04/2022 04:03:00
low,2.53,25/04/2022 04:04:00
lo,2.57,25/04/2022 04:05:00
low,2.53,25/04/2022 04:06:00
low,2.49,25/04/2022 04:07:00
low,2.49,25/04/2022 04:08:00
l,2.45,25/04/2022 04:09:00
lo,2.49,25/04/2022 04:10:00
low,2.,25/04/2022 04:11:00
low,2.53,25/04/2022 04:12:00
low,2.49,25/04/2022 04:13:00
low,2.45,25/04/2022 04:14:00
low,2,25/04/2022 04:15:00
low,2.41,25/04/2022 04:16:00
low,2.37,25/04/2022 04:17:00
low,2.33,25/04/2022 04:18:00
low,2.45,25/04/2022 04:19:00
low,2.41,25/04/2022 04:20:00
low,2.45,25/04/2022 04:21:00
low,2.45,25/04/2022 04:22:00
low,2.4,25/04/2022 04:23:00
low,2.41,25/04/2022 04:24:00
low,2.49,25/04/2022 04:25:00
low,2.45,25/04/2022 04:26:00
low,2.45,25/04/2022 04:27:00
low,2.41,25/04/2022 04:28:00
low,2.41,25/04/2022 04:29:00
low,2.45,25/04/2022 04:30:00
low,2.37,25/04/2022 04:31:00
low,2.,25/04/2022 04:32:00
lo,2.37,25/04/2022 04:33:00
low,2.37,25/04/2022 04:34:00
low,2.37,25/04/2022 04:35:00
low,2.37,25/04/2022 04:36:00
low,2.37,25/04/2022 04:37:00
l,2.,25/04/2022 04:38:00
l,2.37,25/04/2022 04:39:00
low,2.37,25/04/2022 04:40:00
low,2.33,25/04/2022 04:41:00
low,2.33,25/04/2022 04:42:00
low,2.33,25/04/2022 04:43:00
lo,2.2,25/04/2022 04:44:00
low,2.33,25/04/2022 04:45:00
low,2.37,25/04/2022 04:46:00
low,2.37,25/04/2022 04:47:00
low,2.37,25/04/2022 04:48:00
low,2.37,25/04/2022 04:49:00
lo,2.37,25/04/2022 04:50:00
low,2.,25/04/2022 04:51:00
low,2.37,25/04/2022 04:52:00
lo,2.3,25/04/2022 04:53:00
low,2.33,25/04/2022 04:54:00
l,2.29,25/04/2022 04:55:00
low,2.33,25/04/2022 04:56:00
low,2.29,25/04/2022 04:57:00
low,2.29,25/04/2022 04:58:00
low,2.2,25/04/2022 04:59:00
low,2.29,25/04/2022 05:00:00
low,2.33,25/04/2022 05:01:00
low,2.29,25/04/2022 05:02:00
low,2.33,25/04/2022 05:03:00
low,2.29,25/04/2022 05:04:00
low,2.29,25/04/2022 05:05:00
low,2.25,25/04/2022 05:06:00
low,2.29,25/04/2022 05:07:00
l,2.29,25/04/2022 05:08:00
l,2.29,25/04/2022 05:09:00
low,2.25,25/04/2022 05:10:00
low,2.29,25/04/2022 05:11:00
l,2.29,25/04/2022 05:12:00
low,2.29,25/04/2022 05:13:00
low,2.21,25/04/2022 05:14:00
low,2.14,25/04/2022 05:15:00
lo,2.21,25/04/2022 05:16:00
low,2.21,25/04/2022 05:17:00
low,2.21,25/04/2022 05:18:00
low,2.21,25/04/2022 05:19:00
low,2.29,25/04/2022 05:20:00
l,2.,25/04/2022 05:21:00
low,2.25,25/04/2022 05:22:00
lo,2.29,25/04/2022 05:23:00
lo,2.21,25/04/2022 05:24:00
low,2.21,25/04/2022 05:25:00
low,2.17,25/04/2022 05:26:00
low,2.25,25/04/2022 05:27:00
low,2.21,25/04/2022 05:28:00
low,2.25,25/04/2022 05:29:00
low,2.25,25/04/2022 05:30:00
low,2.21,25/04/2022 05:31:00
low,2.29,25/04/2022 05:32:00
l,2,25/04/2022 05:33:00
low,2.21,25/04/2022 05:34:00
low,2.17,25/04/2022 05:35:00
low,2.21,25/04/2022 05:36:00
lo,2.29,25/04/2022 05:37:00
l,2.,25/04/2022 05:38:00
low,2.21,25/04/2022 05:39:00
low,2.21,25/04/2022 05:40:00
low,2.25,25/04/2022 05:41:00
low,2,25/04/2022 05:42:00
l,2.29,25/04/2022 05:43:00
low,2.25,25/04/2022 05:44:00
low,2.29,25/04/2022 05:45:00
low,2.25,25/04/2022 05:46:00
low,2.21,25/04/2022 05:47:00
low,2.25,25/04/2022 05:48:00
low,2.2,25/04/2022 05:49:00
low,2.25,25/04/2022 05:50:00
low,2.25,25/04/2022 05:51:00
low,2,25/04/2022 05:52:00
low,2.25,25/04/2022 05:53:00
low,2.21,25/04/2022 05:54:00
low,2.25,25/04/2022 05:55:00
low,2,25/04/2022 05:56:00
low,2.25,25/04/2022 05:57:00
lo,2,25/04/2022 05:58:00
low,2.25,25/04/2022 05:59:00
low,2.21,25/04/2022 06:00:00
low,2.25,25/04/2022 06:01:00
lo,2.25,25/04/2022 06:02:00
low,2.2,25/04/2022 06:03:00
low,2.25,25/04/2022 06:04:00
low,2.21,25/04/2022 06:05:00
low,2.21,25/04/2022 06:06:00
low,2,25/04/2022 06:07:00
low,2.25,25/04/2022 06:08:00
low,2.,25/04/2022 06:09:00
l,2.29,25/04/2022 06:10:00
low,2,25/04/2022 06:11:00
low,2.33,25/04/2022 06:12:00
low,2.29,25/04/2022 06:13:00
low,2.25,25/04/2022 06:14:00
low,2.29,25/04/2022 06:15:00
lo,2.37,25/04/2022 06:16:00
low,2.33,25/04/2022 06:17:00
low,2.33,25/04/2022 06:18:00
low,2.29,25/04/2022 06:19:00
lo,2.29,25/04/2022 06:20:00
low,2.29,25/04/2022 06:21:00
low,2.33,25/04/2022 06:22:00
low,2.3,25/04/2022 06:23:00
low,2.29,25/04/2022 06:24:00
low,2.33,25/04/2022 06:25:00
low,2.29,25/04/2022 06:26:00
low,2,25/04/2022 06:27:00
low,2.29,25/04/2022 06:28:00
low,2.37,25/04/2022 06:29:00
l,2.29,25/04/2022 06:30:00
lo,2.33,25/04/2022 06:31:00
low,2,25/04/2022 06:32:00
low,2.33,25/04/2022 06:33:00
low,2.33,25/04/2022 06:34:00
low,2.25,25/04/2022 06:35:00
low,2.21,25/04/2022 06:36:00
low,2.,25/04/2022 06:37:00
low,2.29,25/04/2022 06:38:00
low,2.29,25/04/2022 06:39:00
low,2.,25/04/2022 06:40:00
low,2.29,25/04/2022 06:41:00
low,2.37,25/04/2022 06:42:00
l,2.,25/04/2022 06:43:00
l,2.37,25/04/2022 06:44:00
lo,2.37,25/04/2022 06:45:00
low,2.29,25/04/2022 06:46:00
low,2.,25/04/2022 06:47:00
low,2.37,25/04/2022 06:48:00
low,2.33,25/04/2022 06:49:00
low,2.37,25/04/2022 06:50:00
low,2.37,25/04/2022 06:51:00
low,2.33,25/04/2022 06:52:00
low,2.37,25/04/2022 06:53:00
lo,2.37,25/04/2022 06:54:00
low,2.37,25/04/2022 06:55:00
low,2.37,25/04/2022 06:56:00
low,2.3,25/04/2022 06:57:00
l,2.41,25/04/2022 06:58:00
low,2.3,25/04/2022 06:59:00
low,2.37,25/04/2022 07:00:00
l,2.33,25/04/2022 07:01:00
low,2.33,25/04/2022 07:02:00
low,2.37,25/04/2022 07:03:00
low,2.,25/04/2022 07:04:00
low,2.41,25/04/2022 07:05:00
low,2.45,25/04/2022 07:06:00
low,2.37,25/04/2022 07:07:00
low,2.41,25/04/2022 07:08:00
lo,2.45,25/04/2022 07:09:00
low,2.41,25/04/2022 07:10:00
low,2.41,25/04/2022 07:11:00
low,2.41,25/04/2022 07:12:00
low,2.37,25/04/2022 07:13:00
low,2.3,25/04/2022 07:14:00
low,2.29,25/04/2022 07:15:00
low,2.49,25/04/2022 07:16:00
low,2.4,25/04/2022 07:17:00
low,2.45,25/04/2022 07:18:00
low,2.37,25/04/2022 07:19:00
low,2.45,25/04/2022 07:20:00
low,2.45,25/04/2022 07:21:00
low,2.4,25/04/2022 07:22:00
low,2.49,25/04/2022 07:23:00
low,2.49,25/04/2022 07:24:00
low,2.53,25/04/2022 07:25:00
low,2,25/04/2022 07:26:00
low,2.41,25/04/2022 07:27:00
low,2.,25/04/2022 07:28:00
low,2.41,25/04/2022 07:29:00
lo,2.37,25/04/2022 07:30:00
low,2.4,25/04/2022 07:31:00
low,2.49,25/04/2022 07:32:00
low,2.49,25/04/2022 07:33:00
low,2.45,25/04/2022 07:34:00
low,2,25/04/2022 07:35:00
low,2.45,25/04/2022 07:36:00
low,2.45,25/04/2022 07:37:00
l,2,25/04/2022 07:38:00
low,2.41,25/04/2022 07:39:00
low,2.45,25/04/2022 07:40:00
low,2,25/04/2022 07:41:00
low,2.41,25/04/2022 07:42:00
low,2.4,25/04/2022 07:43:00
low,2.45,25/04/2022 07:44:00
low,2.45,25/04/2022 07:45:00
low,2.,25/04/2022 07:46:00
low,2.41,25/04/2022 07:47:00
l,2.,25/04/2022 07:48:00
low,2,25/04/2022 07:49:00
low,2.4,25/04/2022 07:50:00
low,2.,25/04/2022 07:51:00
low,2.49,25/04/2022 07:52:00
low,2.4,25/04/2022 07:53:00
l,2.,25/04/2022 07:54:00
low,2.45,25/04/2022 07:55:00
low,2.45,25/04/2022 07:56:00
low,2.45,25/04/2022 07:57:00
l,2.45,25/04/2022 07:58:00
low,2,25/04/2022 07:59:00
low,2.41,25/04/2022 08:00:00
l,2.33,25/04/2022 08:01:00
low,2.45,25/04/2022 08:02:00
low,2.41,25/04/2022 08:03:00
low,2.37,25/04/2022 08:04:00
lo,2.3,25/04/2022 08:05:00
low,2.,25/04/2022 08:06:00
low,2.45,25/04/2022 08:07:00
low,2.45,25/04/2022 08:08:00
low,2.,25/04/2022 08:09:00
low,2.,25/04/2022 08:10:00
low,2.29,25/04/2022 08:11:00
lo,2.45,25/04/2022 08:12:00
low,2.45,25/04/2022 08:13:00
low,2.41,25/04/2022 08:14:00
low,2.37,25/04/2022 08:15:00
low,2.4,25/04/2022 08:16:00
low,2.29,25/04/2022 08:17:00
low,2.41,25/04/2022 08:18:00
low,2.37,25/04/2022 08:19:00
low,2.41,25/04/2022 08:20:00
low,2.41,25/04/2022 08:21:00
low,2.41,25/04/2022 08:22:00
low,2.4,25/04/2022 08:23:00
low,2.41,25/04/2022 08:24:00
low,2.41,25/04/2022 08:25:00
low,2.41,25/04/2022 08:26:00
low,2.41,25/04/2022 08:27:00
low,2.3,25/04/2022 08:28:00
l,2.45,25/04/2022 08:29:00
low,2.4,25/04/2022 08:30:00
low,2.29,25/04/2022 08:31:00
low,2.33,25/04/2022 08:32:00
low,2.,25/04/2022 08:33:00
low,2.37,25/04/2022 08:34:00
low,2.33,25/04/2022 08:35:00
low,2.37,25/04/2022 08:36:00
low,2.37,25/04/2022 08:37:00
l,2.33,25/04/2022 08:38:00
low,2.25,25/04/2022 08:39:00
low,2.,25/04/2022 08:40:00
low,2.29,25/04/2022 08:41:00
low,2.,25/04/2022 08:42:00
low,2.29,25/04/2022 08:43:00
low,2.33,25/04/2022 08:44:00
low,2.37,25/04/2022 08:45:00
low,2.33,25/04/2022 08:46:00
low,2.21,25/04/2022 08:47:00
l,2,25/04/2022 08:48:00
low,2.29,25/04/2022 08:49:00
low,2.25,25/04/2022 08:50:00
l,2.21,25/04/2022 08:51:00
low,2.17,25/04/2022 08:52:00
low,2.21,25/04/2022 08:53:00
low,2.29,25/04/2022 08:54:00
low,2.29,25/04/2022 08:55:00
low,2.17,25/04/2022 08:56:00
low,2.14,25/04/2022 08:57:00
low,2.14,25/04/2022 08:58:00
low,2.21,25/04/2022 08:59:00
low,2.17,25/04/2022 09:00:00
low,2.,25/04/2022 09:01:00
low,2.29,25/04/2022 09:02:00
low,2.21,25/04/2022 09:03:00
low,2.21,25/04/2022 09:04:00
low,2,25/04/2022 09:05:00
low,2.21,25/04/2022 09:06:00
low,2.,25/04/2022 09:07:00
lo,2.2,25/04/2022 09:08:00
low,2,25/04/2022 09:09:00
low,2.14,25/04/2022 09:10:00
low,2.25,25/04/2022 09:11:00
low,2.1,25/04/2022 09:12:00
low,2,25/04/2022 09:13:00
l,2.14,25/04/2022 09:14:00
low,2.14,25/04/2022 09:15:00
low,2.17,25/04/2022 09:16:00
low,2.1,25/04/2022 09:17:00
low,2.17,25/04/2022 09:18:00
low,2.10,25/04/2022 09:19:00
low,2.10,25/04/2022 09:20:00
low,2.2,25/04/2022 09:21:00
low,2.21,25/04/2022 09:22:00
low,2.14,25/04/2022 09:23:00
lo,2.17,25/04/2022 09:24:00
low,2.2,25/04/2022 09:25:00
l,2.,25/04/2022 09:26:00
low,2.14,25/04/2022 09:27:00
low,2.10,25/04/2022 09:28:00
low,2,25/04/2022 09:29:00
lo,2.14,25/04/2022 09:30:00
low,2.,25/04/2022 09:31:00
lo,2.0,25/04/2022 09:32:00
low,2.10,25/04/2022 09:33:00
low,2.10,25/04/2022 09:34:00
low,2.06,25/04/2022 09:35:00
low,2.06,25/04/2022 09:36:00
low,2.25,25/04/2022 09:37:00
low,2.25,25/04/2022 09:38:00
low,2.,25/04/2022 09:39:00
low,2.17,25/04/2022 09:40:00
low,2.0,25/04/2022 09:41:00
low,2.06,25/04/2022 09:42:00
low,2.,25/04/2022 09:43:00
low,2,25/04/2022 09:44:00
low,2,25/04/2022 09:45:00
low,2.06,25/04/2022 09:46:00
low,2.03,25/04/2022 09:47:00
lo,2.,25/04/2022 09:48:00
low,2.10,25/04/2022 09:49:00
l,2.10,25/04/2022 09:50:00
low,2.17,25/04/2022 09:51:00
low,2.03,25/04/2022 09:52:00
low,2.06,25/04/2022 09:53:00
low,1.99,25/04/2022 09:54:00
low,2.,25/04/2022 09:55:00
low,2.0,25/04/2022 09:56:00
low,2.03,25/04/2022 09:57:00
low,1.9,25/04/2022 09:58:00
low,2.06,25/04/2022 09:59:00
low,2.06,25/04/2022 10:00:00
low,2.03,25/04/2022 10:01:00
low,1.99,25/04/2022 10:02:00
low,1.99,25/04/2022 10:03:00
low,1,25/04/2022 10:04:00
low,1.99,25/04/2022 10:05:00
low,2.03,25/04/2022 10:06:00
low,2.,25/04/2022 10:07:00
low,2.0,25/04/2022 10:08:00
low,2.03,25/04/2022 10:09:00
low,1.96,25/04/2022 10:10:00
low,2.06,25/04/2022 10:11:00
low,2.10,25/04/2022 10:12:00
low,2.10,25/04/2022 10:13:00
low,2.1,25/04/2022 10:14:00
lo,2.0,25/04/2022 10:15:00
low,2.03,25/04/2022 10:16:00
low,1.99,25/04/2022 10:17:00
l,1.99,25/04/2022 10:18:00
low,1.99,25/04/2022 10:19:00
low,2.03,25/04/2022 10:20:00
lo,1.99,25/04/2022 10:21:00
low,1.99,25/04/2022 10:22:00
low,2.03,25/04/2022 10:23:00
low,1.9,25/04/2022 10:24:00
low,1.96,25/04/2022 10:25:00
low,1.92,25/04/2022 10:26:00
low,1.99,25/04/2022 10:27:00
l,1.,25/04/2022 10:28:00
low,2.03,25/04/2022 10:29:00
low,2.03,25/04/2022 10:30:00
low,1.99,25/04/2022 10:31:00
low,1.99,25/04/2022 10:32:00
low,1.99,25/04/2022 10:33:00
low,1.92,25/04/2022 10:34:00
low,2,25/04/2022 10:35:00
low,1.96,25/04/2022 10:36:00
l,2.,25/04/2022 10:37:00
low,1.99,25/04/2022 10:38:00
low,1.99,25/04/2022 10:39:00
low,1.9,25/04/2022 10:40:00
l,1.96,25/04/2022 10:41:00
low,1.96,25/04/2022 10:42:00
low,1.96,25/04/2022 10:43:00
low,1.99,25/04/2022 10:44:00
low,1.96,25/04/2022 10:45:00
l,1.92,25/04/2022 10:46:00
low,1.99,25/04/2022 10:47:00
low,1.96,25/04/2022 10:48:00
low,2.03,25/04/2022 10:49:00
low,1.99,25/04/2022 10:50:00
low,1.99,25/04/2022 10:51:00
low,1.99,25/04/2022 10:52:00
low,1.96,25/04/2022 10:53:00
low,1.99,25/04/2022 10:54:00
low,1.96,25/04/2022 10:55:00
low,1.99,25/04/2022 10:56:00
low,2.03,25/04/2022 10:57:00
lo,1.,25/04/2022 10:58:00
low,1.99,25/04/2022 10:59:00
low,1.96,25/04/2022 11:00:00
low,1.96,25/04/2022 11:01:00
low,2.03,25/04/2022 11:02:00
low,2.0,25/04/2022 11:03:00
low,2.03,25/04/2022 11:04:00
low,1.92,25/04/2022 11:05:00
low,2.03,25/04/2022 11:06:00
low,1.99,25/04/2022 11:07:00
lo,1.99,25/04/2022 11:08:00
low,2.03,25/04/2022 11:09:00
low,1.99,25/04/2022 11:10:00
low,2,25/04/2022 11:11:00
low,1.9,25/04/2022 11:12:00
low,1.96,25/04/2022 11:13:00
low,1.99,25/04/2022 11:14:00
low,1.99,25/04/2022 11:15:00
lo,1.99,25/04/2022 11:16:00
low,1.99,25/04/2022 11:17:00
low,2,25/04/2022 11:18:00
low,1.99,25/04/2022 11:19:00
low,1.99,25/04/2022 11:20:00
low,2.06,25/04/2022 11:21:00
low,2.06,25/04/2022 11:22:00
lo,2.03,25/04/2022 11:23:00
low,1.99,25/04/2022 11:24:00
low,1,25/04/2022 11:25:00
low,1.99,25/04/2022 11:26:00
low,1.99,25/04/2022 11:27:00
low,1.99,25/04/2022 11:28:00
low,1.96,25/04/2022 11:29:00
low,1.92,25/04/2022 11:30:00
low,1.96,25/04/2022 11:31:00
low,1,25/04/2022 11:32:00
l,1.96,25/04/2022 11:33:00
low,1.99,25/04/2022 11:34:00
low,2.03,25/04/2022 11:35:00
low,1.99,25/04/2022 11:36:00
low,1.99,25/04/2022 11:37:00
low,2.03,25/04/2022 11:38:00
low,1,25/04/2022 11:39:00
low,1.99,25/04/2022 11:40:00
low,1.99,25/04/2022 11:41:00
low,2.03,25/04/2022 11:42:00
low,2,25/04/2022 11:43:00
l,2.53,25/04/2022 11:44:00
low,2.49,25/04/2022 11:45:00
low,2,25/04/2022 11:46:00
low,2.37,25/04/2022 11:47:00
low,2.45,25/04/2022 11:48:00
low,2.37,25/04/2022 11:49:00
low,2.37,25/04/2022 11:50:00
low,2.41,25/04/2022 11:51:00
low,2.3,25/04/2022 11:52:00
low,2,25/04/2022 11:53:00
low,2.41,25/04/2022 11:54:00
low,2.37,25/04/2022 11:55:00
low,2,25/04/2022 11:56:00
low,2.37,25/04/2022 11:57:00
low,2.33,25/04/2022 11:58:00
low,2.37,25/04/2022 11:59:00
l,2.37,25/04/2022 12:00:00
low,2.37,25/04/2022 12:01:00
low,2.45,25/04/2022 12:02:00
low,2.41,25/04/2022 12:03:00
low,2.41,25/04/2022 12:04:00
lo,2.37,25/04/2022 12:05:00
low,2.37,25/04/2022 12:06:00
low,2.37,25/04/2022 12:07:00
low,2.29,25/04/2022 12:08:00
low,2.,25/04/2022 12:09:00
